Text,Label,Cluster,Predicted Sentiment,Real Sentiment
back hurts heating pad stupid ladder collapse make fall backbum,2,Cluster 1,Negative,Negative
gon na laundrynever laundry hotel beforei miss reven though ignore even check,2,Cluster 1,Negative,Neutral
ewww printed new id badge thingie work n eww picture took many n ugly,2,Cluster 1,Negative,Neutral
bye people,2,Cluster 1,Negative,Neutral
thanks ok hope tweet road,2,Cluster 1,Negative,Positive
amichael cute thanks sharing please direct message go bed james know want,2,Cluster 1,Negative,Positive
saw ghosts girlfriends past bf movie predictable funny loved,2,Cluster 1,Negative,Neutral
agree guy rock,2,Cluster 1,Negative,Positive
thanks ill cross fingers rain stop,2,Cluster 1,Negative,Positive
awake cant sleep,2,Cluster 1,Negative,Neutral
stocked tonight,2,Cluster 1,Negative,Neutral
good morning,2,Cluster 1,Negative,Positive
anyone else problem accessing account info istore cant buy music cant look account,2,Cluster 1,Negative,Neutral
frame damage car could totalled,2,Cluster 1,Negative,Neutral
shopping keswick,2,Cluster 1,Negative,Neutral
rain go,2,Cluster 1,Negative,Neutral
realized get arrested public disturbance oh well ill take chances,2,Cluster 1,Negative,Positive
wants boo btw love fhnixons posts hilarious,2,Cluster 1,Negative,Positive
yeah right politicians start using uploading pics lots inside stories,2,Cluster 1,Negative,Neutral
ugh soooo much work today trying make train game looking like hour sunday office,2,Cluster 1,Negative,Neutral
ur leaving week know dont see u everyday like fact ur city,2,Cluster 1,Negative,Neutral
soim guessing bgn,2,Cluster 1,Negative,Neutral
ow okay good youre better,2,Cluster 1,Negative,Positive
breannarose fuuuuuuck idk andy get youuuu,2,Cluster 1,Negative,Neutral
peter bar owner working way beersall belgian coffin drinkers mort subite,2,Cluster 1,Negative,Neutral
doesnt look good go burn lampions,2,Cluster 1,Negative,Neutral
mouth hurts wish could cut head,2,Cluster 1,Negative,Positive
bacoor wahaha may wifi toinks new hair wiih short short httpplurkcompsveoi,2,Cluster 1,Negative,Neutral
oh antiboyle didnt work either never much bad thing eh uk eh,2,Cluster 1,Negative,Neutral
bloggingits new passion,2,Cluster 1,Negative,Positive
checked got lol ok went live minutes everything fine,2,Cluster 1,Negative,Positive
trailer removed look see find somewhere,2,Cluster 1,Negative,Neutral
dream u didnt like,2,Cluster 1,Negative,Positive
yes want meet,2,Cluster 1,Negative,Positive
make sure practice hooping today,2,Cluster 1,Negative,Neutral
ugh still sick calgary cold lasted forever,2,Cluster 1,Negative,Negative
oh coo suppose intern dangit sat hows intern life haha,2,Cluster 1,Negative,Neutral
tehe th,2,Cluster 1,Negative,Neutral
seeing friends coursework weekend work happy,2,Cluster 1,Negative,Positive
ha knowim ashamed,2,Cluster 1,Negative,Positive
california waiting every little things got ta right putz adoro essa banda,2,Cluster 1,Negative,Neutral
mmmmm hair smells guuud wonders pantien,2,Cluster 1,Negative,Neutral
shopping tomorrow think yes,2,Cluster 1,Negative,Neutral
yeah sabrinathough keep thinking something else cary grant aint shabby either bringing baby,2,Cluster 1,Negative,Neutral
tfarp takes moment translate nods youre quite welcome also dear probably best stay,2,Cluster 1,Negative,Positive
thanks followfriday,2,Cluster 1,Negative,Positive
awww told would change suggest try get touch w dres people lol,2,Cluster 1,Negative,Neutral
goes one n smirker cheers dave aka jak aka best chest ever httpblipfmjjcc,2,Cluster 1,Negative,Neutral
lol,2,Cluster 1,Negative,Positive
thanks try,2,Cluster 1,Negative,Positive
colleen really sincerely hopes gets better soon,2,Cluster 1,Negative,Positive
beer pong dubstep good nite,2,Cluster 1,Negative,Neutral
uncontrolable hicups right hurt,2,Cluster 1,Negative,Negative
stop working someone play,2,Cluster 1,Negative,Positive
think,2,Cluster 1,Negative,Neutral
go,2,Cluster 1,Negative,Neutral
henrie shoutout holland please got lot fans,2,Cluster 1,Negative,Neutral
watching baby snl baby look greaaaaat,2,Cluster 1,Negative,Neutral
httptinyurlcomddmn mcfly parody chris moyles,2,Cluster 1,Negative,Neutral
always brightens week,2,Cluster 1,Negative,Positive
happy imma get see lovely ladies,2,Cluster 1,Negative,Positive
watching look star mom lub ah c hehe,2,Cluster 1,Negative,Neutral
oh yah angel came harrassed tried break house lol burgen,2,Cluster 1,Negative,Neutral
thnx follow,2,Cluster 1,Negative,Neutral
finished emergency neil strauss another great read neil congrats miss way,2,Cluster 1,Negative,Positive
feelin right hope feeling passes stupid stomach,2,Cluster 1,Negative,Positive
cant seem find send please oh tag lol,2,Cluster 1,Negative,Neutral
bad times everyone whywhywhy write essays fair,2,Cluster 1,Negative,Positive
think end remembering poetry feeling behind something far important name,2,Cluster 1,Negative,Neutral
wish could still drink two bad nights white wine london sick almost week,2,Cluster 1,Negative,Neutral
joshthomas coming sydney cool meet id love meet youre favourite comedian,2,Cluster 1,Negative,Positive
song glad wondrous beltaine mine quiet yet sync season miss,2,Cluster 1,Negative,Neutral
adem adem uit,2,Cluster 1,Negative,Neutral
dont vcr,2,Cluster 1,Negative,Neutral
stephen king fo sho,2,Cluster 1,Negative,Neutral
finally friday still grounded till next thursday stereos life,2,Cluster 1,Negative,Neutral
tourney til next weekend httpbitlyxdpf,2,Cluster 1,Negative,Neutral
mcfly evolution th time round,2,Cluster 1,Negative,Neutral
hanging weekend,2,Cluster 1,Negative,Neutral
joined twitter reeeally dont understand use lol,2,Cluster 1,Negative,Neutral
decided cant stand alltop spam longer,2,Cluster 1,Negative,Neutral
oh man sold step away desk min right,2,Cluster 1,Negative,Neutral
wow weather amazing today,2,Cluster 1,Negative,Positive
fun like beach tend get really dark fast,2,Cluster 1,Negative,Neutral
bahah would really funny would really cut haha,2,Cluster 1,Negative,Positive
really mad forgetting may deadline mile award trips south america,2,Cluster 1,Negative,Neutral
lurveeeeee,2,Cluster 1,Negative,Neutral
proud cg took yrs making get number spot gnight twitter bugstime read sleep,2,Cluster 1,Negative,Neutral
hey get present morning hope u liked,2,Cluster 1,Negative,Positive
saimee july underage festival august found others far away,2,Cluster 1,Negative,Neutral
httpbitlyunryf want,2,Cluster 1,Negative,Positive
rejected,2,Cluster 1,Negative,Negative
finally school day ended friday friday friday wt raining outside,2,Cluster 1,Negative,Neutral
httptwitpiccomtjv joke puppy maddie looks exactly like maui shes cute,2,Cluster 1,Negative,Positive
kids awesome today loved face painting,2,Cluster 1,Negative,Positive
almost time say good bye twimulations ill miss tweeps,2,Cluster 1,Negative,Positive
hey arthur forgot say thanks flag proudly displayed bedroom door witty one,2,Cluster 1,Negative,Neutral
downloaded eeecontrol eee pc today playing settings make fan kick rpm c rpm,2,Cluster 1,Negative,Neutral
congrats mollie wish could got tickets,2,Cluster 1,Negative,Positive
right army wife germany cant stand summer,2,Cluster 1,Negative,Neutral
oh wanted go sea today sun sigh,2,Cluster 1,Negative,Neutral
good mix developers content developers providers venture folks,2,Cluster 1,Negative,Neutral
done,2,Cluster 1,Negative,Neutral
deep fry drumsticks good thought would,2,Cluster 1,Negative,Neutral
awesome run report see bald eagle lighthouse hangout last ran discovery park,2,Cluster 1,Negative,Neutral
lol thanks babe,2,Cluster 1,Negative,Positive
lipz dont know havent heard lorraine recently,2,Cluster 1,Negative,Neutral
andjay hi job,2,Cluster 1,Negative,Neutral
laughing got strawberries,2,Cluster 1,Negative,Positive
tango icons revision,2,Cluster 1,Negative,Neutral
anyone know watch prison break tv movie itunes,2,Cluster 1,Negative,Neutral
shes la wanting sun today apparently la isnt cooperating,2,Cluster 1,Negative,Neutral
sittin bed fall asleep,2,Cluster 1,Negative,Neutral
responding questions thou shall blog appreciate community,2,Cluster 1,Negative,Neutral
knowww yur mother doesnt want take movies,2,Cluster 1,Negative,Neutral
learned lesson hard way lost usb stick backup month old,2,Cluster 1,Negative,Neutral
michael scholfield dead sorry,2,Cluster 1,Negative,Negative
httpbitlywlyl want go,2,Cluster 1,Negative,Neutral
ok drs today got essay done x howre x,2,Cluster 1,Negative,Neutral
love youuuuu nick santino thirteen dayssss,2,Cluster 1,Negative,Neutral
sittin home watchin monster inlaw waitin pizza yum yum,2,Cluster 1,Negative,Neutral
hope get job steady income start eating well cheap food horrible,2,Cluster 1,Negative,Positive
wish could bed nine never make sleepdeprived much,2,Cluster 1,Negative,Neutral
seriously increasingly good nights stoked life couldnt happier goodnight,2,Cluster 1,Negative,Positive
spent night finally relaxing nogard wow finishing work needed take small break art really missed,2,Cluster 1,Negative,Neutral
sorry weather hopefully youre hour wx delays bwi,2,Cluster 1,Negative,Neutral
supernatural good loved,2,Cluster 1,Negative,Positive
sorry bit negative,2,Cluster 1,Negative,Negative
school trip phuket thailand living singapore,2,Cluster 1,Negative,Neutral
cereal usually like,2,Cluster 1,Negative,Positive
slept yesterday,2,Cluster 1,Negative,Neutral
unpleasant talk wnlaws look ward,2,Cluster 1,Negative,Neutral
ehbut ill picking cotton soonneed suppliment income,2,Cluster 1,Negative,Neutral
tough wanted hug like,2,Cluster 1,Negative,Positive
ohmy foots hurting minutes took though,2,Cluster 1,Negative,Neutral
lmao baked nonstop sounds like yummy fun,2,Cluster 1,Negative,Positive
every right feel like crazy fanboy jason mraz james morrison jealousy tangible,2,Cluster 1,Negative,Neutral
guys awesome couple,2,Cluster 1,Negative,Positive
may pc love anyway maybe someday become mac,2,Cluster 1,Negative,Neutral
go want go bro switch st time wwwdirectgovukstudentfinance,2,Cluster 1,Negative,Neutral
workin ur crazy sched tiringits got ta hard famous jus kno u bazillionz fans supprtin u,2,Cluster 1,Negative,Neutral
hum bill bailey,2,Cluster 1,Negative,Neutral
see sucked right problem churchsunday race conflicts thats god gave us dvr niffer,2,Cluster 1,Negative,Positive
thanks much discount code looking forward trying pads,2,Cluster 1,Negative,Neutral
feeling like watching twilight enjoying,2,Cluster 1,Negative,Positive
feel actual heartbreak gates last night x,2,Cluster 1,Negative,Neutral
wedding,2,Cluster 1,Negative,Neutral
reece naw missed video cool looking sexy,2,Cluster 1,Negative,Positive
momentum works jeff hard time nd,2,Cluster 1,Negative,Neutral
looks like hiding money offshore bank account behalf lastfm httpbitlycets,2,Cluster 1,Negative,Neutral
extra justin rutledge ticket mod club tonight,2,Cluster 1,Negative,Neutral
name chad wont tomorrow,2,Cluster 1,Negative,Neutral
aww typing beyond graveimpressive,2,Cluster 1,Negative,Neutral
school absolutely sick want go home writing geography best,2,Cluster 1,Negative,Positive
caught lunch today correct stalking,2,Cluster 1,Negative,Neutral
httptwitpiccomfcj resort wearing today cause havent finished laundry lol,2,Cluster 1,Negative,Neutral
could another one back work monday weeks good,2,Cluster 1,Negative,Neutral
found minutes ago mama said speech still slurred seems ok,2,Cluster 1,Negative,Neutral
sorry hear man cant reach heart goes family,2,Cluster 1,Negative,Neutral
suchatease,2,Cluster 1,Negative,Neutral
today sucks kisskass katey broke yah kate broke awful nd vodkas httptumblrcomxkxwglr,2,Cluster 1,Negative,Negative
updating maven dependencies know good thing would better happened asleep,2,Cluster 1,Negative,Neutral
argtried one pic moved failed save itthen never showed feet purty,2,Cluster 1,Negative,Neutral
yeah dad calls taltal taken aol back added k last name coincidence tal talk,2,Cluster 1,Negative,Neutral
dont wan na go back work sleepy time,2,Cluster 1,Negative,Neutral
nkotb world best place,2,Cluster 1,Negative,Positive
pinkberry,2,Cluster 1,Negative,Neutral
jealous,2,Cluster 1,Negative,Negative
almost made reading comedy outlet headlining weekend took extra hours traffic basically doubled time,2,Cluster 1,Negative,Neutral
congratuations sweetie,2,Cluster 1,Negative,Positive
ohh yeahh showcase said artist outta town keep posted next one,2,Cluster 1,Negative,Neutral
huh pr,2,Cluster 1,Negative,Neutral
hey thanks follow wow exciting new tweet,2,Cluster 1,Negative,Positive
new picture isnt working,2,Cluster 1,Negative,Neutral
cool sound luv drama love game doesnt work ur myspace wish good luck xoxo spain,2,Cluster 1,Negative,Positive
tbones gone sleep think gon na join,2,Cluster 1,Negative,Neutral
kidding looks incredible lay swim lot stuck cold nyc,2,Cluster 1,Negative,Neutral
cant upload picture already hate twitter,2,Cluster 1,Negative,Neutral
congrats hey,2,Cluster 1,Negative,Positive
lol u better hurry cause running late whats breakfast,2,Cluster 1,Negative,Neutral
omelette today dim sum tomorrow feast,2,Cluster 1,Negative,Neutral
thinking getting new dvds csi cant wait get laptop,2,Cluster 1,Negative,Neutral
heard grapevine might see around today looking forward meeting,2,Cluster 1,Negative,Neutral
diggin moustachio looking good daddio,2,Cluster 1,Negative,Neutral
hiya hows week tried dm following x,2,Cluster 1,Negative,Neutral
fantastic idea man ill end lonely tourist goes home,2,Cluster 1,Negative,Positive
sorry taking twitter icantsleepness,2,Cluster 1,Negative,Neutral
miss vlogcandy,2,Cluster 1,Negative,Negative
class almostt,2,Cluster 1,Negative,Neutral
saddens youre youtube changed like every youtube kid used different,2,Cluster 1,Negative,Neutral
found strep,2,Cluster 1,Negative,Neutral
wish could spend last weekend high school student burbank everyone fly dc,2,Cluster 1,Negative,Neutral
thanks adding glad,2,Cluster 1,Negative,Positive
right ugghhh,2,Cluster 1,Negative,Neutral
httpbitlywzko paranoid actually like better performed live rather studio version,2,Cluster 1,Negative,Positive
thank opendns saving comcasts crappy dns server internet back par finally,2,Cluster 1,Negative,Neutral
believe,2,Cluster 1,Negative,Neutral
shower doctors appointment,2,Cluster 1,Negative,Neutral
hahahah using saying,2,Cluster 1,Negative,Neutral
homework bound whole weekend fun,2,Cluster 1,Negative,Neutral
good luck whit show tonite man ill watching,2,Cluster 1,Negative,Positive
bus stalking right nowi soo wish still meeting today,2,Cluster 1,Negative,Neutral
finally got saynow account running yayy jbs got canadian saynow number anyone else using landline phone call,2,Cluster 1,Negative,Neutral
